Date,Site Name,Status,Overpassing Time (Local),Overpassing Time (UTC),Overpassing Satellite,Detected Emission Rate in kg/hr,Detected Emission Rate Low in kg/hr,Detected Emission Rate High in kg/hr,Latitude (source location),Longitude (source location),Cloud Cover in %,Wind Speed in m/s,Wind Direction in °
2024-10-28,MOTT PAD 2,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,84.0,,
2024-10-28,MOTT WEST BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,84.0,,
2024-10-28,MUD HEN 57-31 1WA/3WA (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,MUD HEN 57-31 2BS/4BS (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,MUSTANG D BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,MYRICK 1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,MYRICK 48 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,NAIL RANCH CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,66.0,,
2024-10-28,NAKEISHA BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,NANCE 6 B BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,NANCE 6 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,NEAL LETHCO 10 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 16 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 17 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 18 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 20 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 27 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 29 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 29 2 B 2/3WA (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 29 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 29-2 4/5/6WA (3WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 31 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 34-33 7&8BS (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 34-33 B (2 WELL PAD),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 34-33 B UNITS 15BS & 16BS,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 35-36 1H (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 35-36 5 & 6WA (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 35-36 UNIT 2WA (SINGLE),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 35-36 UNIT 3/4WA (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 38 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 39-37 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO 7 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO B UNIT 34-33 11WB/ 12WA (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO SMALLS BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO STATE 20 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO STATE 27-25 1/2WA (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO STATE 27-25 3WA/4BS (2 WELL PAD),NO OVERPASS,,,,,,,,,,,
2024-10-28,NEAL LETHCO STATE 35-36 7BS (1 WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,NICHOLS 15 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,NICHOLS 17 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,NICHOLS 50 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,NICK CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,NICKEL 6-13 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,NIMITZ BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,NOKOTA 19 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,OATES 10N-2 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,OBERLANDER 15 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ODD FELLOWS 15 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,ODOM 11 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,OLDHAM -D- (508) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,ONEAL 15 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,ONEAL BATTERY,OVERPASS - NO DETECTION,12:35:22,17:35:22,S2,,,,,,5.0,,
2024-10-28,OPEN RANGE PAD 1 (8WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,OPEN RANGE PAD 2 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,OPEN RANGE PAD 3 (7WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,ORVIS 37-36 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,OTG BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,87.0,,
2024-10-28,PAGE ROYALTY 31 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,PAGE ROYALTY 31-32 (2 WELL),NO OVERPASS,,,,,,,,,,,
2024-10-28,PAGE ROYALTY 32 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,PARKER FARMS 25 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,PARKER FARMS 25-28 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,23.0,,
2024-10-28,PARKS 38 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,31.0,,
2024-10-28,PARKS NS 17-28 BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,2.0,,
2024-10-28,PATRICIA PLOW BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,PATRIOT STATE H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,PATTON BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,97.0,,
2024-10-28,PATTON EAST PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,97.0,,
2024-10-28,PEGGY 200 2 (3WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,78.0,,
2024-10-28,PEGGY 5/6 401/402 (2WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,78.0,,
2024-10-28,PEGGY 9/10/11 301/302/303 (3WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,78.0,,
2024-10-28,PEGGY A 102WA (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,78.0,,
2024-10-28,PEGGY BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,PEGGY EAST BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,78.0,,
2024-10-28,PERCHERON H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,PHANTOM-BURKHOLDER UNIT 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,PHILLIPS 20 BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,0.0,,
2024-10-28,PHILLIPS 39 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,PHILLIPS UNIT BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,PINOTAGE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,PIPER STATE BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,POWELL -36- BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,POWELL 43 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,POWELL SN 36-25 MSTR OT BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,PW CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,QUARTERBACK BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,RAFE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,RAINBOW 33-70 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,RANGER 13-15 PAD 1 (4WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,RATLIFF B BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,RATLIFF RANCH A 1035,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,49.0,,
2024-10-28,RATLIFF RANCH H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,49.0,,
2024-10-28,RATLIFF SALLIE W D 1,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,49.0,,
2024-10-28,RAY H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,RAZORBACK BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,RECURVE 13-12 1&2 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,RECURVE 13-12 3/4/5 (10WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,REDBULL 1-72 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,REDCLOUD 3 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,REED 11 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,REED 116 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,REED UNIT H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,REUSS GT 1 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,REUSS GT A 1 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,RFD BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,55.00000000000001,,
2024-10-28,RHODES -16A- (554) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,RIDGWAY BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,RIESLING ROSE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,23.0,,
2024-10-28,RIGGAN 39 CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,RILEY BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,RIVER CAT 57-33 2/3BS (3WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,RIVER CAT 57-33 A1WA B2BS & C3BS WELL PAD SITE,NO OVERPASS,,,,,,,,,,,
2024-10-28,RIVER JACK BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,RIVERBOAT BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROBERTSON RANCH EAST BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,ROCK RIVER STATE 30-1 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROGERS 6 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROGERS 6-1 & 6 UNIT 2 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROLL CALL PAD 1 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,ROLL CALL PAD 2 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,ROMAN 19 BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,0.0,,
2024-10-28,ROMAN 20 BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,0.0,,
2024-10-28,ROSE MARIE BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,ROXIE NEAL 1 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROXIE STATE 6 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,ROY 1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,ROY PARKS BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,RYLEE P BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SABINE 10S-2 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SABINE H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,"SADLER, DORIS 16 (576) BATTERY",OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SAGE-GUIDON (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,SALISBURY BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SALLIE 11 BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE 13 BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE 14 BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE 2 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SALLIE 23 BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE A BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE B BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SALLIE C BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SALLIE D BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SALLIE E BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SALLIE F BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SAM CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SARAH A CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SAXON H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SCHARBAUER 27-34 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,SCHUELKE 28 BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,0.0,,
2024-10-28,SCHWERTNER-DANIEL B BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SEM NS/WEST 14-23 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SEM SN 35-26 (1220) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SHAFFER 15 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,SHAFFER 2 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,SHAFFRATH 26 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SHARK 14-23 1LL/3UB/2UA/4LB WALKER 14-11 4LR (5WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,SHARK PAD A,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,SHARK PAD B,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,SHARKTOOTH 3-4 (2 WELL PAD),NO OVERPASS,,,,,,,,,,,
2024-10-28,SHARKTOOTH 3-4 3/4/5 (3WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,SHARKTOOTH 3H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SHELLEY BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,12.0,,
2024-10-28,SHERMAN 6 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SHERRY BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,SHIRLEY B BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SHIRLEY BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SHORTES HZ BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,SHUTTLE H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SIBLEY H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SIDEWINDER 1-68 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SILVERADO-GUIDON EAST PAD (5WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SILVERADO-GUIDON WEST PAD (5WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SILVERSMOKE H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SIMMS PAD 1 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,SKYFALL BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SLICKROCK 24 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,SMITH -16- BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SMITH -48A- BATTERY,OVERPASS - NO DETECTION,12:34:51,17:34:51,S2,,,,,,16.0,,
2024-10-28,SMITH BROS 3H CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:20,17:35:20,S2,,,,,,100.0,,
2024-10-28,SMITH JALONICK FACILITY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,SMITH SN 48-37 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,SNELL BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,SONJA (630) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,31.0,,
2024-10-28,SOTO PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,91.0,,
2024-10-28,SOUTH HEADLEE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,50.0,,
2024-10-28,SOUTH KNOTT H BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,0.0,,
2024-10-28,SPAATZ BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,2.0,,
2024-10-28,SPECK 1-OZIER 11-LOMOCO 2 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,23.0,,
2024-10-28,SRN MARGIE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,99.0,,
2024-10-28,SRS BESSIE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,ST 4041/4042/4043/4044 (4 WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST 40H- 44H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,ST 41 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,ST 44-45-S5E BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST 45 H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,ST 4540/BOMBARDIER (4WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST 5H-6H WEST BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST 6-43-S5 W BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST E 38 H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,ST NEAL LETHCO 27-25 E 5BS (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,ST NEAL LETHCO 30-115 4BS/ST WHALE 30-26 5BS (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,ST NORTH H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,ST NW 25-36 H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,33.0,,
2024-10-28,"ST S 504, ST-SST RR 501/502",OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S 514 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S 803/804 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S 804 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S 805 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S-ST RR D 504H (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S-ST RR H/I 503/504 (2WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST S5H BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST SOUTH H BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W #704,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W #707,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W #708 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 206 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 43H WEST BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 6-12,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 601/602 LS (2WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 7 BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,ST W 7H BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,13.0,,
2024-10-28,STAGGS #1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,STATE 53-6 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE 54-6 #1 BATTERY,NO OVERPASS,,,,,,,,,,,
